Município;Até 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos ou mais;Inconsistente;Total
316240 São João da Ponte;1;15;8;13;4;9;18;16;22;10;5;4;4;2;2;2;1;0;0;136
316245 São João das Missões;1;1;1;1;2;0;1;3;2;0;0;1;1;0;0;0;0;0;0;14
316250 São João del Rei;346;1.527;1.422;1.349;1.350;1.535;1.941;2.009;2.100;1.686;1.523;1.873;1.739;1.402;1.148;1.012;786;1.672;2;26.422
316255 São João do Manhuaçu;15;50;51;41;34;29;56;56;54;38;29;29;24;14;9;11;16;24;0;580
316257 São João do Manteninha;3;13;16;15;9;11;15;11;15;13;12;0;5;6;2;1;1;0;0;148
316260 São João do Oriente;7;27;25;13;15;37;48;49;39;21;26;16;19;12;8;6;12;10;0;390
316265 São João do Pacuí;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;6
316270 São João do Paraíso;2;13;14;13;11;19;17;20;19;17;11;14;7;10;2;3;1;1;0;194
316280 São João Evangelista;14;91;96;66;70;87;106;109;113;103;80;72;59;55;48;27;28;44;0;1.268
316290 São João Nepomuceno;87;367;348;312;326;398;489;509;494;370;377;476;369;282;203;165;130;198;0;5.900
316292 São Joaquim de Bicas;83;352;379;396;344;435;465;490;538;378;306;222;139;78;68;40;29;39;0;4.781
316294 São José da Barra;14;66;80;64;47;85;105;134;84;59;39;48;88;82;47;37;8;23;0;1.110
316295 São José da Lapa;63;338;351;312;347;405;517;548;546;409;378;293;175;130;80;50;32;39;0;5.013
316300 São José da Safira;3;12;14;7;4;11;8;11;5;6;6;1;5;4;5;4;5;1;0;112
316310 São José da Varginha;2;19;17;18;22;31;33;31;31;21;16;8;12;10;3;4;13;8;0;299
316320 São José do Alegre;12;38;58;67;56;73;77;86;69;68;57;56;36;33;33;28;14;11;0;872
316330 São José do Divino;1;8;15;17;11;15;8;12;11;9;14;10;6;8;5;8;6;4;0;168
316340 São José do Goiabal;2;20;27;39;35;24;21;32;41;28;26;23;19;5;8;9;6;9;0;374
316350 São José do Jacuri;4;2;8;8;3;6;5;15;12;7;7;7;6;10;1;6;3;3;0;113
316360 São José do Mantimento;1;5;5;5;5;3;2;4;7;1;3;5;2;2;1;1;0;3;0;55
316370 São Lourenço;151;862;1.012;1.038;1.012;1.140;1.307;1.535;1.456;1.131;1.488;1.100;1.127;1.073;820;669;521;673;0;18.115
316380 São Miguel do Anta;2;18;13;20;16;18;23;26;29;32;24;16;26;18;27;14;14;15;0;351
316390 São Pedro da União;8;12;12;9;5;9;21;24;11;9;1;6;2;3;4;3;0;0;0;139
316410 São Pedro do Suaçuí;3;10;6;3;7;11;17;8;7;4;3;7;10;7;2;4;1;5;0;115
316400 São Pedro dos Ferros;6;26;22;21;14;23;30;31;24;15;26;18;33;18;19;13;8;32;0;379
316420 São Romão;2;14;24;17;13;11;22;18;28;19;7;4;6;3;1;2;2;0;0;193
316430 São Roque de Minas;3;30;34;24;27;39;57;67;62;23;16;31;28;15;16;9;5;9;0;495
316440 São Sebastião da Bela Vista;16;60;59;41;46;59;60;52;61;43;28;20;17;14;7;6;2;2;0;593
316443 São Sebastião da Vargem Alegre;1;12;10;7;3;17;18;25;14;5;3;1;0;0;0;0;0;2;0;118
316447 São Sebastião do Anta;0;7;9;10;5;0;2;8;14;3;2;1;4;0;2;5;1;2;0;75
316450 São Sebastião do Maranhão;0;3;4;7;4;5;3;5;0;5;5;9;2;0;2;2;1;2;0;59
316460 São Sebastião do Oeste;62;279;303;245;293;597;580;499;373;245;199;183;159;133;97;74;51;61;0;4.433
316470 São Sebastião do Paraíso;165;822;964;858;976;1.216;1.122;1.307;1.337;1.197;1.160;1.129;1.090;1.013;925;705;601;754;0;17.341
316480 São Sebastião do Rio Preto;1;7;6;4;3;2;9;5;5;6;2;3;3;4;2;2;2;3;0;69
316490 São Sebastião do Rio Verde;2;12;22;14;13;20;22;19;30;16;29;17;9;17;13;9;4;13;0;281
316520 São Thomé das Letras;0;10;11;12;5;4;7;6;7;12;4;6;5;5;5;1;6;0;0;106
316500 São Tiago;26;92;81;64;53;96;116;117;102;89;80;59;61;49;59;44;27;65;0;1.280
316510 São Tomás de Aquino;11;13;19;21;15;20;32;25;34;14;17;15;25;31;23;19;19;12;0;365
316530 São Vicente de Minas;4;54;69;50;55;86;84;80;75;66;62;69;72;46;33;34;27;50;0;1.016
316540 Sapucaí-Mirim;0;13;7;8;11;8;12;26;8;16;6;8;7;9;4;10;7;1;0;161
316550 Sardoá;4;17;13;11;6;10;15;22;9;8;8;3;5;5;4;6;0;4;0;150
316553 Sarzedo;147;789;805;818;718;774;933;1.158;1.162;854;683;472;280;135;83;44;26;27;0;9.908
316556 Sem-Peixe;0;6;3;2;3;3;2;5;2;2;2;3;3;2;4;1;1;9;0;53
316557 Senador Amaral;3;13;10;13;6;15;20;24;18;12;5;8;6;3;2;0;0;1;0;159
316560 Senador Cortes;3;11;10;7;6;5;9;13;13;6;5;6;6;2;4;2;7;4;0;119
316570 Senador Firmino;6;34;82;66;84;99;114;112;119;74;91;97;86;64;61;47;59;66;0;1.361
316580 Senador José Bento;3;4;3;5;3;7;8;10;1;6;8;7;2;0;2;1;0;1;0;71
316590 Senador Modestino Gonçalves;1;1;5;2;1;5;5;5;7;1;6;3;4;6;0;0;0;0;0;52
316600 Senhora de Oliveira;1;12;13;16;19;13;10;9;19;14;8;17;6;10;5;3;3;9;0;187
316610 Senhora do Porto;1;17;9;10;8;10;10;11;15;9;11;5;10;15;6;3;2;9;0;161
316620 Senhora dos Remédios;1;8;11;5;9;13;11;6;15;11;15;18;6;8;9;4;6;10;0;166
316630 Sericita;3;6;5;3;6;10;9;9;10;1;6;5;5;5;1;2;1;1;0;88
316640 Seritinga;1;6;3;7;3;9;16;10;12;8;11;9;5;9;4;7;2;3;0;125
316650 Serra Azul de Minas;0;0;2;2;2;1;2;2;1;2;1;2;0;1;1;0;1;2;0;22
316660 Serra da Saudade;0;4;4;2;2;3;2;4;5;4;1;2;1;4;2;0;0;0;0;40
316680 Serra do Salitre;15;64;42;35;28;47;74;73;55;25;28;24;11;15;6;2;5;3;0;552
316670 Serra dos Aimorés;5;21;22;16;18;8;24;32;24;13;10;8;10;12;6;8;4;13;0;254
316690 Serrania;11;40;38;59;56;65;73;67;69;50;39;43;33;37;37;18;15;24;0;774
316695 Serranópolis de Minas;0;1;0;1;1;2;1;1;1;2;1;0;2;0;0;0;0;0;0;13
316700 Serranos;6;7;12;12;13;15;17;24;16;15;12;20;13;9;15;9;5;9;0;229
316710 Serro;12;71;69;70;77;88;146;145;87;96;67;60;53;41;27;28;27;27;0;1.191
316720 Sete Lagoas;860;4.339;4.784;4.522;4.100;5.099;6.282;7.424;7.000;5.231;4.416;4.001;3.206;2.496;1.839;1.377;1.185;1.752;0;69.913
316555 Setubinha;4;22;11;9;4;5;7;9;9;6;4;1;5;1;0;0;0;0;0;97
316730 Silveirânia;2;11;6;8;10;5;7;12;11;5;9;6;6;9;5;7;5;12;0;136
316740 Silvianópolis;15;59;63;73;60;56;66;85;81;74;42;57;40;36;34;21;27;26;0;915
316750 Simão Pereira;4;15;12;15;14;15;20;27;23;14;16;22;23;16;14;11;6;19;0;286
316760 Simonésia;15;50;41;28;33;42;41;46;35;27;41;21;32;20;12;19;16;41;0;560
316770 Sobrália;8;21;27;20;16;19;25;16;11;18;12;11;16;23;13;17;4;8;0;285
316780 Soledade de Minas;17;69;105;62;70;94;111;121;117;84;87;71;72;63;42;49;33;27;0;1.294
316790 Tabuleiro;3;12;15;10;12;11;17;25;15;14;25;20;11;19;6;8;6;16;0;245
316800 Taiobeiras;7;35;43;37;39;41;74;63;66;45;39;29;26;28;13;7;10;11;0;613
316805 Taparuba;1;1;2;0;1;2;2;3;2;0;0;0;0;1;0;0;0;0;0;15
316810 Tapira;14;58;70;64;70;70;84;103;75;46;45;19;23;6;5;1;4;1;0;758
316820 Tapiraí;0;0;1;0;0;5;2;4;4;2;0;2;5;2;2;0;2;0;0;31
316830 Taquaraçu de Minas;3;16;24;23;13;11;14;30;25;16;16;19;7;9;4;7;5;8;0;250
316840 Tarumirim;5;38;45;41;36;34;22;31;44;31;36;43;30;26;28;16;10;32;0;548
316850 Teixeiras;21;72;67;55;55;63;94;87;94;68;61;56;87;57;44;35;39;77;0;1.132
316860 Teófilo Otoni;483;2.196;2.212;1.810;1.605;1.898;2.735;2.916;2.773;2.052;1.856;1.710;1.433;1.135;911;736;637;1.168;0;30.266
316870 Timóteo;343;1.854;2.072;1.836;1.851;2.406;2.694;3.087;3.106;2.234;2.177;1.976;1.412;920;591;383;300;397;0;29.639
316880 Tiradentes;20;80;82;48;53;64;69;84;115;77;63;83;84;75;60;37;21;39;0;1.154
316890 Tiros;3;19;32;27;29;79;82;70;44;42;20;38;27;14;14;10;10;3;0;563
316900 Tocantins;58;302;372;391;455;447;480;521;568;445;498;461;389;301;289;233;169;275;0;6.654
316905 Tocos do Moji;2;8;11;5;0;4;16;17;8;4;1;5;2;0;1;3;1;0;0;88
316910 Toledo;7;51;47;30;38;74;80;70;80;65;34;37;46;24;37;25;14;11;0;770
316920 Tombos;15;92;78;43;37;32;69;102;75;48;21;29;42;45;43;41;32;64;0;908
316930 Três Corações;226;1.295;1.507;1.416;1.574;1.692;1.564;1.955;1.970;1.430;1.326;1.143;942;687;461;351;225;337;0;20.101
316935 Três Marias;65;383;453;457;526;530;544;663;669;591;559;429;303;210;128;92;70;78;0;6.750
316940 Três Pontas;173;980;1.008;920;1.024;1.205;1.340;1.486;1.543;1.307;1.147;1.127;1.209;1.140;945;714;510;644;0;18.422
316950 Tumiritinga;2;20;29;19;15;9;25;36;25;5;12;15;11;10;5;9;8;11;0;266
316960 Tupaciguara;34;143;179;168;167;217;275;332;318;237;198;193;116;87;66;42;25;38;0;2.835
316970 Turmalina;12;56;66;62;53;54;120;140;103;67;47;38;31;17;15;9;7;10;0;907
316980 Turvolândia;6;19;13;7;15;18;26;24;14;15;17;9;7;5;6;4;4;2;0;211
316990 Ubá;336;2.043;2.400;2.307;2.482;2.476;3.025;3.296;3.180;2.612;2.360;2.470;2.080;1.764;1.350;1.012;736;1.095;0;37.024
317000 Ubaí;3;4;5;8;3;4;9;10;9;4;2;2;3;4;0;1;0;1;0;72
317005 Ubaporanga;1;26;42;29;22;25;30;47;40;28;21;29;16;16;11;2;5;7;0;397
317010 Uberaba;1.560;6.837;7.253;6.208;6.288;8.659;11.071;11.855;11.517;9.132;8.164;7.911;6.665;4.961;3.655;2.561;1.991;2.837;1;119.126
317020 Uberlândia;3.076;14.844;15.994;13.562;13.760;19.579;24.133;25.910;24.198;18.716;15.463;14.179;11.017;7.834;5.211;3.403;2.468;3.177;0;236.524
317030 Umburatiba;1;4;3;1;0;1;1;3;4;2;2;2;2;0;1;1;5;1;0;34
317040 Unaí;119;582;715;714;615;783;953;1.175;1.117;891;878;786;635;503;348;228;175;199;0;11.416
317043 União de Minas;4;33;43;33;19;30;29;45;45;35;25;21;12;6;2;3;2;0;0;387
317047 Uruana de Minas;0;3;3;0;3;5;9;9;8;4;7;8;3;2;0;0;0;1;0;65
317050 Urucânia;22;110;79;79;76;72;92;108;100;86;72;61;51;30;29;28;25;27;0;1.147
317052 Urucuia;1;2;6;7;3;2;4;4;5;1;4;5;2;0;2;0;1;0;0;49
317057 Vargem Alegre;1;12;24;18;12;14;13;22;29;17;6;11;7;10;2;3;5;3;0;209
317060 Vargem Bonita;1;4;3;5;4;30;16;22;7;6;8;6;7;1;0;1;1;2;0;124
317065 Vargem Grande do Rio Pardo;0;2;1;3;1;0;0;2;1;5;1;0;0;0;0;0;0;0;0;16
317070 Varginha;511;2.461;2.801;2.776;3.100;3.358;3.763;4.568;4.761;3.659;3.365;3.228;2.860;2.347;1.680;1.240;975;1.319;0;48.772
317075 Varjão de Minas;22;98;119;86;77;142;214;207;164;127;95;80;41;19;2;1;0;1;0;1.495
317080 Várzea da Palma;22;153;182;229;193;237;284;326;277;223;177;159;117;83;55;56;32;55;0;2.860
317090 Varzelândia;0;10;10;9;9;3;18;11;10;9;5;7;6;2;5;1;0;0;0;115
317100 Vazante;74;245;346;293;315;299;380;511;429;324;242;160;87;46;17;15;9;9;0;3.801
317103 Verdelândia;0;4;4;3;0;0;1;8;1;0;3;1;0;0;0;0;0;0;0;25
317107 Veredinha;0;4;6;16;19;14;9;16;14;18;13;8;2;0;0;0;0;0;0;139
317110 Veríssimo;8;34;47;25;31;51;67;57;50;39;30;32;14;15;8;7;4;8;0;527
317115 Vermelho Novo;0;4;3;1;2;6;3;4;4;3;5;1;2;0;1;1;3;1;0;44
317120 Vespasiano;347;1.642;1.655;1.407;1.538;1.855;2.305;2.500;2.554;1.860;1.488;1.247;849;561;352;232;168;233;0;22.793
317130 Viçosa;378;1.524;1.536;1.530;1.495;1.714;2.437;2.743;2.344;1.680;1.551;1.889;2.049;1.859;1.437;1.000;811;1.062;1;29.040
317140 Vieiras;1;2;6;3;7;9;12;12;11;3;2;1;2;3;0;3;1;7;0;85
317160 Virgem da Lapa;3;7;10;9;5;4;15;20;15;10;6;12;7;7;6;8;6;6;0;156
317170 Virgínia;8;55;76;83;73;78;82;104;82;73;80;64;66;63;51;18;17;24;0;1.097
317180 Virginópolis;7;89;90;84;88;77;101;108;100;84;81;73;45;35;30;19;15;38;0;1.164
317190 Virgolândia;0;14;18;14;18;10;15;19;13;13;18;11;13;18;6;5;4;4;0;213
317200 Visconde do Rio Branco;62;273;323;275;411;646;680;763;703;550;525;546;376;263;211;169;137;205;0;7.118
317210 Volta Grande;4;34;20;20;23;27;27;38;37;22;28;37;22;29;18;22;30;44;0;482
317220 Wenceslau Braz;1;15;11;18;18;16;19;17;22;16;19;20;14;11;5;3;3;4;0;232
310000 Município ignorado - MG;0;0;71;239;211;296;258;246;278;252;305;338;345;277;213;226;168;233;0;3.956
320010 Afonso Cláudio;19;114;131;114;131;330;355;409;302;255;201;182;167;121;110;66;47;121;0;3.175
320016 Água Doce do Norte;5;13;21;12;13;57;70;66;46;38;27;20;8;3;2;2;1;7;0;411
320013 Águia Branca;6;64;67;34;46;108;102;82;77;74;77;58;45;25;30;15;9;14;0;933
320020 Alegre;42;285;316;189;250;345;481;549;545;354;323;316;273;237;153;121;113;158;0;5.050
320030 Alfredo Chaves;12;69;89;53;64;140;195;195;182;128;95;85;76;82;63;38;26;38;0;1.630
320035 Alto Rio Novo;6;46;29;27;29;27;44;41;48;35;29;17;14;17;8;10;8;1;0;436
320040 Anchieta;48;236;278;230;209;345;493;579;510;337;243;177;144;110;69;60;39;55;0;4.162
320050 Apiacá;16;34;51;35;26;41;67;61;41;28;25;24;25;21;22;15;10;34;0;576
320060 Aracruz;392;1.878;2.078;1.788;1.815;2.548;3.005;3.571;3.311;2.495;1.956;1.714;1.351;944;555;351;258;327;0;30.337
320070 Atilio Vivacqua;28;127;78;57;73;132;241;274;221;130;85;80;53;32;15;10;4;18;0;1.658
320080 Baixo Guandu;35;182;223;156;175;337;444;448;368;295;248;237;193;133;106;86;57;80;0;3.803
320090 Barra de São Francisco;76;329;329;243;235;638;848;823;672;478;331;292;225;157;113;74;65;90;0;6.018
320100 Boa Esperança;9;56;62;39;50;85;117;118;92;65;72;51;36;29;12;13;4;11;0;921
320110 Bom Jesus do Norte;26;108;98;67;69;69;98;105;92;51;57;53;64;66;47;21;35;47;0;1.173
320115 Brejetuba;3;26;21;21;26;68;71;72;64;32;30;23;22;8;10;8;7;4;0;516
320120 Cachoeiro de Itapemirim;668;3.289;3.390;2.906;3.003;4.871;5.762;6.264;6.124;4.355;3.775;3.489;2.693;2.057;1.406;1.055;884;1.323;0;57.314
320130 Cariacica;1.354;6.443;7.102;5.594;6.477;9.720;12.339;13.786;12.688;9.246;7.345;6.063;4.894;3.479;2.345;1.619;1.368;1.787;0;113.649
320140 Castelo;89;378;405;318;373;595;788;848;782;495;496;442;372;311;182;173;144;233;0;7.424
320150 Colatina;473;2.284;2.239;1.801;2.226;3.674;4.445;4.553;4.246;3.067;2.640;2.532;2.064;1.487;1.030;727;529;791;0;40.808
320160 Conceição da Barra;18;116;113;93;110;163;198;273;208;137;124;108;88;78;53;23;30;39;0;1.972
320170 Conceição do Castelo;12;65;59;45;72;113;147;133;137;87;70;53;49;38;35;24;20;24;0;1.183
320180 Divino de São Lourenço;1;2;14;22;29;19;11;16;18;19;38;50;33;28;14;8;11;7;0;340
320190 Domingos Martins;29;191;166;160;191;376;461;448;365;304;279;214;199;129;123;87;89;92;0;3.903
320200 Dores do Rio Preto;0;16;14;6;9;23;22;32;17;18;5;13;9;10;6;4;7;5;0;216
320210 Ecoporanga;32;124;105;61;83;183;249;251;197;142;133;93;83;61;34;21;19;29;0;1.900
320220 Fundão;36;195;248;183;188;378;435;436;439;299;258;212;190;163;107;58;81;112;0;4.018
320225 Governador Lindenberg;16;73;89;49;66;127;123;134;134;86;77;90;72;41;33;21;15;21;0;1.267
320230 Guaçuí;46;152;145;100;135;323;389;367;343;227;163;167;133;144;89;88;65;112;0;3.188
320240 Guarapari;287;1.143;1.330;1.150;1.344;2.163;2.668;3.032;2.835;2.071;1.650;1.490;1.228;1.117;817;650;459;638;0;26.072
320245 Ibatiba;9;56;65;59;75;201;224;174;191;131;69;67;55;31;38;18;15;16;0;1.494
320250 Ibiraçu;26;196;185;161;163;282;348;409;331;277;222;198;156;134;86;52;50;70;0;3.346
320255 Ibitirama;1;5;7;0;4;23;25;16;12;5;6;7;6;8;2;4;1;1;0;133
320260 Iconha;40;177;173;116;164;358;380;443;383;260;186;190;141;105;69;51;37;49;0;3.322
320265 Irupi;2;31;23;20;44;87;71;63;55;44;27;34;19;21;13;9;5;9;0;577
320270 Itaguaçu;10;49;50;31;33;76;130;138;97;77;62;57;71;63;54;31;26;62;0;1.117
320280 Itapemirim;41;198;221;199;166;315;402;406;356;259;202;183;158;100;62;54;40;45;0;3.407
320290 Itarana;16;64;65;50;73;108;132;163;135;84;83;83;86;62;56;46;30;60;0;1.396
320300 Iúna;18;88;90;63;83;126;190;232;189;109;92;102;97;92;70;43;29;50;0;1.763
320305 Jaguaré;36;137;162;101;115;247;284;315;294;187;132;81;58;51;31;11;4;12;0;2.258
320310 Jerônimo Monteiro;18;69;77;65;73;130;154;170;135;95;85;69;52;45;42;30;24;33;0;1.366
320313 João Neiva;80;400;391;322;330;456;567;720;721;503;407;359;279;210;151;100;98;166;0;6.260
320316 Laranja da Terra;2;5;14;15;13;37;48;45;36;21;28;20;15;14;15;7;5;3;0;343
320320 Linhares;593;2.650;2.499;1.875;2.121;4.304;5.376;5.548;4.904;3.232;2.526;1.901;1.406;1.066;625;417;339;364;1;41.747
320330 Mantenópolis;6;31;29;17;27;35;39;42;45;36;33;30;38;19;11;7;11;15;0;471
320332 Marataízes;52;243;258;231;252;417;475;475;493;317;274;237;175;158;169;106;89;129;0;4.550
320334 Marechal Floriano;22;109;99;93;105;224;294;294;262;214;128;105;89;80;56;35;25;42;0;2.276
320335 Marilândia;36;157;156;93;111;175;231;290;252;155;117;114;96;79;57;31;29;41;0;2.220
320340 Mimoso do Sul;27;165;192;130;129;256;312;338;282;224;164;194;169;121;100;71;61;123;0;3.058
320350 Montanha;11;73;77;51;63;120;220;230;160;133;109;92;72;58;29;28;18;23;0;1.567
320360 Mucurici;1;14;6;7;8;14;24;23;25;11;7;10;8;8;5;6;3;5;0;185
320370 Muniz Freire;21;72;66;45;55;128;161;181;157;80;100;77;67;47;26;23;26;32;0;1.364
320380 Muqui;19;101;95;92;103;170;253;210;185;132;117;128;101;70;60;45;47;78;0;2.006
320390 Nova Venécia;103;431;467;332;425;842;988;1.008;857;618;594;500;447;277;205;93;91;116;0;8.394
320400 Pancas;23;137;109;87;86;174;174;191;184;110;98;85;77;56;60;39;19;29;0;1.738
320405 Pedro Canário;32;160;179;156;122;220;345;371;349;213;165;135;100;39;26;20;17;7;0;2.656
320410 Pinheiros;14;81;68;51;58;179;237;252;190;119;114;103;66;65;36;24;16;24;0;1.697
320420 Piúma;30;110;120;107;93;219;269;310;249;188;168;148;109;86;74;49;38;50;0;2.417
320425 Ponto Belo;4;13;15;4;3;36;36;29;20;13;11;7;8;6;1;1;3;3;0;213
320430 Presidente Kennedy;20;74;56;45;39;79;90;135;105;81;74;48;43;37;25;26;19;18;0;1.014
320435 Rio Bananal;32;127;136;74;102;288;292;309;253;171;140;99;78;61;33;32;18;13;0;2.258
320440 Rio Novo do Sul;24;118;97;91;88;185;218;274;205;135;93;91;61;72;41;22;26;30;0;1.871
320450 Santa Leopoldina;3;34;40;34;37;55;86;71;62;56;51;54;24;28;23;16;13;14;0;701
320455 Santa Maria de Jetibá;25;135;112;105;168;407;500;425;303;222;161;116;80;68;49;25;20;26;0;2.947
320460 Santa Teresa;43;142;184;150;209;338;424;398;339;272;280;282;216;190;141;113;89;129;0;3.939
320465 São Domingos do Norte;19;72;83;62;66;137;171;157;159;100;81;63;67;44;23;20;10;24;0;1.358
320470 São Gabriel da Palha;79;312;374;275;276;516;637;658;622;433;319;327;274;221;139;90;68;105;0;5.725
320480 São José do Calçado;12;65;57;34;37;61;57;76;60;42;34;64;58;50;39;30;20;47;0;843
320490 São Mateus;306;1.563;1.654;1.487;1.527;2.248;2.979;3.269;2.954;2.253;1.640;1.423;1.030;635;383;224;191;226;8;26.000
320495 São Roque do Canaã;26;104;152;125;133;177;215;217;184;137;148;143;113;69;57;26;37;52;0;2.115
320500 Serra;2.162;9.966;10.395;8.435;8.888;12.961;18.105;21.615;19.647;13.103;9.579;8.258;6.610;5.008;3.069;1.879;1.290;1.650;1;162.621
320501 Sooretama;58;255;236;191;211;415;464;440;364;240;144;84;70;31;28;5;5;5;0;3.246
320503 Vargem Alta;39;147;161;139;138;247;273;305;294;196;170;146;86;67;68;35;28;47;0;2.586
320506 Venda Nova do Imigrante;59;221;189;187;253;452;536;549;458;358;340;301;217;160;132;99;82;117;0;4.710
320510 Viana;223;1.084;1.038;822;837;1.394;1.860;2.003;1.750;1.271;878;728;575;416;247;106;90;105;0;15.427
320515 Vila Pavão;9;26;16;20;12;54;76;68;55;42;29;21;10;7;4;3;3;5;0;460
320517 Vila Valério;11;82;68;65;68;89;136;134;121;68;55;56;41;37;23;14;8;10;0;1.086
320520 Vila Velha;2.048;10.351;11.633;9.965;11.032;15.494;19.294;21.850;20.941;15.387;12.991;13.113;11.563;9.539;7.136;5.160;3.999;5.728;0;207.224
320530 Vitória;2.112;10.551;11.674;9.892;10.770;13.913;19.338;23.726;23.235;16.631;13.528;14.242;13.387;11.628;8.649;6.095;4.473;7.477;2;221.323
320000 Município ignorado - ES;0;0;0;7;9;9;5;5;11;7;8;17;7;8;5;6;5;4;2;115
330010 Angra dos Reis;431;2.116;2.460;2.545;2.483;2.553;2.647;3.458;3.666;2.764;2.418;2.401;2.307;1.865;1.166;637;392;506;1;36.816
330015 Aperibé;15;92;95;74;46;43;55;96;78;60;54;52;41;52;44;26;27;20;0;970
330020 Araruama;425;1.781;1.912;1.600;1.482;1.349;1.515;1.786;1.916;1.552;1.410;1.310;1.152;1.119;1.029;796;560;783;0;23.477
330022 Areal;37;133;148;117;103;97;130;157;177;146;121;106;96;68;79;60;38;59;0;1.872
330023 Armação dos Búzios;41;163;229;186;195;231;228;237;303;225;183;192;163;162;142;88;58;44;0;3.070
330025 Arraial do Cabo;69;296;323;324;335;326;342;414;411;327;303;309;286;203;187;149;112;102;0;4.818
330030 Barra do Piraí;329;1.346;1.438;1.369;1.279;1.501;1.780;2.108;1.983;1.477;1.235;1.216;879;661;558;418;341;493;0;20.411
330040 Barra Mansa;825;4.310;4.546;3.844;4.075;4.188;5.152;5.964;5.921;4.680;4.180;4.189;3.276;2.641;1.936;1.447;1.154;1.541;0;63.869
330045 Belford Roxo;1.459;6.379;6.703;5.550;5.494;6.137;7.486;8.695;8.571;6.815;5.982;5.166;3.714;2.755;1.977;1.315;922;1.146;0;86.266
330050 Bom Jardim;60;306;281;225;264;265;290;331;293;239;234;227;181;180;120;102;78;107;0;3.783
330060 Bom Jesus do Itabapoana;104;546;557;450;443;458;569;609;604;426;381;450;381;381;306;237;194;257;0;7.353
330070 Cabo Frio;384;1.822;2.199;1.911;1.933;2.009;2.307;2.701;2.748;2.237;1.913;1.935;1.700;1.539;1.279;1.029;738;825;0;31.209
330080 Cachoeiras de Macacu;82;350;427;333;378;399;425;541;539;460;382;404;374;314;245;179;128;225;0;6.185
330090 Cambuci;18;119;125;131;104;130;141;143;152;120;96;88;104;74;66;59;44;62;0;1.776
330100 Campos dos Goytacazes;1.870;8.468;8.354;7.190;6.446;7.330;9.902;10.984;10.377;7.731;6.439;6.597;5.940;4.851;3.839;2.817;2.064;2.858;6;114.063
330110 Cantagalo;25;220;261;224;213;209;225;304;317;274;224;202;176;136;137;109;69;103;0;3.428
330093 Carapebus;39;246;239;173;176;216;238;296;248;212;171;121;80;68;27;19;6;12;0;2.587
330115 Cardoso Moreira;24;117;110;88;56;76;125;142;108;90;60;47;41;31;34;20;13;20;0;1.202
330120 Carmo;9;55;83;89;98;111;111;142;161;113;134;110;104;132;77;65;44;65;0;1.703
330130 Casimiro de Abreu;93;500;544;475;482;474;602;749;818;598;572;557;477;349;216;148;97;100;0;7.851
330095 Comendador Levy Gasparian;27;96;82;55;49;87;106;132;108;75;85;89;52;37;17;19;22;20;0;1.158
330140 Conceição de Macabu;51;285;290;291;278;297;397;398;409;294;239;228;149;99;75;65;43;58;0;3.946
330150 Cordeiro;43;238;253;233;248;219;305;374;389;277;234;247;205;184;160;105;68;95;0;3.877
330160 Duas Barras;15;88;93;70;52;62;85;87;86;58;60;35;48;50;34;27;16;31;0;997
330170 Duque de Caxias;2.644;11.640;12.944;11.187;11.607;13.802;15.817;17.885;18.383;14.432;12.755;11.310;8.685;6.272;4.414;2.945;2.119;2.909;0;181.750
330180 Engenheiro Paulo de Frontin;7;62;51;66;60;56;54;67;89;60;64;75;60;46;44;34;28;27;0;950
330185 Guapimirim;73;362;444;419;416;440;456;525;580;455;403;402;262;282;208;164;115;147;0;6.153
330187 Iguaba Grande;48;278;276;227;264;206;233;256;296;239;196;198;168;183;207;152;126;146;0;3.699
330190 Itaboraí;584;2.398;2.478;1.946;1.917;2.287;2.596;3.164;3.192;2.518;2.028;1.657;1.344;1.011;729;496;351;444;2;31.142
330200 Itaguaí;523;2.323;2.537;2.057;2.138;2.580;2.918;3.364;3.300;2.501;1.945;1.711;1.307;1.015;704;462;351;382;7;32.125
330205 Italva;41;162;159;112;85;102;158;220;161;101;94;108;87;72;58;44;36;23;0;1.823
330210 Itaocara;63;283;347;294;269;255;229;328;313;260;264;249;220;213;171;141;96;113;0;4.108
330220 Itaperuna;329;1.495;1.217;965;899;1.008;1.387;1.553;1.511;1.055;996;974;813;780;715;550;419;586;0;17.252
330225 Itatiaia;142;646;719;602;618;630;796;963;918;699;583;516;281;249;180;155;106;122;0;8.925
330227 Japeri;143;621;706;611;510;682;798;942;905;708;608;457;338;234;185;120;80;99;0;8.747
330230 Laje do Muriaé;11;38;40;29;30;37;34;40;34;28;36;29;29;28;31;30;24;29;0;557
330240 Macaé;1.655;7.670;8.469;7.103;6.998;8.263;11.514;14.142;12.335;8.071;5.863;5.391;4.421;2.920;1.703;1.081;727;1.028;0;109.354
330245 Macuco;17;81;116;75;51;82;116;114;125;107;110;118;115;109;118;90;62;107;0;1.713
